chave,caminho_ou_id,git,filesystem,sha256,status,evidencia
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_18955_1997_RICMS_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_18955_1997_RICMS_2026-04-26.txt,True,True,b7b321a60e785f7e7f59c7b892b0207da9572d45537376bd154bd0b681e7256d,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_39753_2019_CREDITO_OUTORGADO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_39753_2019_CREDITO_OUTORGADO_2026-04-26.txt,True,True,61496dcd6b40b308ece31972287de4ab3515c79417c1308c4a7d4382c6849aed,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_39789_2019_EFD_ICMS_IPI_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_39789_2019_EFD_ICMS_IPI_2026-04-26.txt,True,True,e9042d1322b88a4899572d1673281939f041c0186d1fbcc6692e984c6ae5f502,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_39803_2019_EMPREGADF_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_39803_2019_EMPREGADF_2026-04-26.txt,True,True,917a53481adaba6b386e28e6a7585bfde7cc69c520a896dd138e15ef1aebcb58,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_45287_2023_ALHO_CREDITO_OUTORGADO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_45287_2023_ALHO_CREDITO_OUTORGADO_2026-04-26.txt,True,True,7e8c540fc900e92de01ef9cbe7449e635d677fa8a06c0873b1738e716c065a97,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_46900_2025_PRODF_DESENVOLVEDF_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_DEC_46900_2025_PRODF_DESENVOLVEDF_2026-04-26.txt,True,True,4ad2572bdeccdbc1469b34aa64ad8d8efd42b41b7b3d8a812974d01ff7357323,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_LC_1068_2026_DEVEDOR_CONTUMAZ_2026-05-23.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_LC_1068_2026_DEVEDOR_CONTUMAZ_2026-05-23.txt,True,True,afe2161cd39e49e6c3b2c9161dcdebb1ebf707381acd24ab276539fda88c83d7,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_1254_1996_ICMS_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_1254_1996_ICMS_2026-04-26.txt,True,True,bc17cde26d4944cf8b760eaa427fb87c42fdaf78762307ee23472143b5be88c3,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_3196_2003_PRODF_II_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_3196_2003_PRODF_II_2026-04-26.txt,True,True,213ccd99a9e59069754be21554470e997b0d7e8951febdcd5e4f5f8b13c482f6,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_3266_2003_PRODF_II_COMPLEMENTAR_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_3266_2003_PRODF_II_COMPLEMENTAR_2026-04-26.txt,True,True,77216e01d1a05e4eaab2f3d6b1bc0cb6d9448d0a5ed4c3456cb89302058d7f79,OK,git ls-tree + filesystem
arquivo::data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_5005_2012_REGIME_APURACAO_2026-04-26.txt,data/fontes-estaduais-curadas/centro-oeste/DF/DF_LEI_5005_2012_REGIME_APURACAO_2026-04-26.txt,True,True,ec21c94dae3e4a88832736391edc9fd44bdee89af45cc604644407a39f336d9c,OK,git ls-tree + filesystem
